연도,시도,회사,용도,수요가수,공급량
2020,경북,대성,냉난방용,177.0,2931.595309
2020,경북,대성,산업용,119.0,48249.05299600001
2020,경북,대성,수송용,3.0,18834.02446
2020,경북,대성,업무난방용,494.0,1372.7124394
2020,경북,대성,연료전지용,4.0,1.4188262
2020,경북,대성,열병합용,0.0,0.0
2020,경북,대성,일반용1,1924.0,3563.822546600001
2020,경북,대성,일반용2,100.0,1615.0705708
2020,경북,대성,집단에너지용,0.0,0.0
2020,경북,대성,취사용,1595.0,114.2115012
2020,경북,대성청정,개별난방용,83466.0,56969.0
2020,경북,대성청정,냉난방용,98.0,1804.0
2020,경북,대성청정,산업용,93.0,91117.0
2020,경북,대성청정,수송용,,
2020,경북,대성청정,업무난방용,804.0,1317.0
2020,경북,대성청정,연료전지용,3.0,30.0
2020,경북,대성청정,열병합용,0.0,0.0
2020,경북,대성청정,일반용1,1988.0,6531.0
2020,경북,대성청정,일반용2,,
2020,경북,대성청정,집단에너지용,,
2020,경북,대성청정,취사용,5827.0,506.0
2020,경북,서라벌,개별난방용,121505.0,54548.0
2020,경북,서라벌,냉난방용,103.0,1839.0
2020,경북,서라벌,산업용,297.0,96458.0
2020,경북,서라벌,수송용,1.0,3790.0
2020,경북,서라벌,업무난방용,881.0,2873.0
2020,경북,서라벌,연료전지용,,
2020,경북,서라벌,열병합용,0.0,0.0
2020,경북,서라벌,일반용1,4299.0,15415.0
2020,경북,서라벌,일반용2,,
2020,경북,서라벌,집단에너지용,,
2020,경북,서라벌,취사용,1463.0,14657.0
2020,경북,영남ES(구미),개별난방용,279464.0,144407.413416
2020,경북,영남ES(구미),냉난방용,222.0,4329.876568
2020,경북,영남ES(구미),산업용,260.0,317685.517843
2020,경북,영남ES(구미),수송용,1.0,6474.295686
2020,경북,영남ES(구미),업무난방용,1990.0,9524.167383
2020,경북,영남ES(구미),연료전지용,28.0,3936.67546
2020,경북,영남ES(구미),열병합용,3.0,12390.895005
2020,경북,영남ES(구미),일반용1,6912.0,14357.776714
2020,경북,영남ES(구미),일반용2,77.0,7616.046666999999
2020,경북,영남ES(구미),집단에너지용,1.0,5463.328
2020,경북,영남ES(구미),취사용,3390.0,34714.881865
2020,경북,영남ES(포항),개별난방용,193238.0,103820.0
2020,경북,영남ES(포항),냉난방용,149.0,4222.0
2020,경북,영남ES(포항),산업용,245.0,256300.0
2020,경북,영남ES(포항),수송용,1.0,4618.0
2020,경북,영남ES(포항),업무난방용,1287.0,3655.0
2020,경북,영남ES(포항),연료전지용,3.0,1701.0
2020,경북,영남ES(포항),열병합용,3.0,666.0
2020,경북,영남ES(포항),일반용1,4922.0,13588.0
2020,경북,영남ES(포항),일반용2,77.0,4146.0
2020,경북,영남ES(포항),집단에너지용,2.0,3219.0
2020,경북,영남ES(포항),취사용,12314.0,24591.0
2020,광주,해양,개별난방용,582897.0,293987.552
2020,광주,해양,냉난방용,432.0,20796.0
2020,광주,해양,산업용,661.0,127305.0
2020,광주,해양,수송용,6.0,31072.0
2020,광주,해양,업무난방용,5760.0,13072.0
2020,광주,해양,연료전지용,108.0,161.347
2020,광주,해양,열병합용,3.0,2115.0
2020,광주,해양,일반용1,16849.0,52558.0
2020,광주,해양,일반용2,161.0,6573.0
2020,광주,해양,집단에너지용,2.0,2507.0
2020,광주,해양,취사용,48784.0,77466.448
2020,대구,대성,개별난방용,870335.0,544192.5951059001
2020,대구,대성,냉난방용,829.0,27470.6628318
2020,대구,대성,산업용,1144.0,209174.7757989
2020,대구,대성,수송용,9.0,59622.54398999999
2020,대구,대성,업무난방용,5169.0,17902.9710112
2020,대구,대성,연료전지용,46.0,1267.8459148
2020,대구,대성,열병합용,17.0,8900.614
2020,대구,대성,일반용1,19801.0,42910.74847319999
2020,대구,대성,일반용2,1040.0,24460.186036
2020,대구,대성,집단에너지용,31.0,8105.527999999998
2020,대구,대성,취사용,157340.0,9105.5750449
2020,대전,CNCITY,개별난방용,530631.0,320324.0
2020,대전,CNCITY,냉난방용,1117.0,40550.0
2020,대전,CNCITY,산업용,198.0,110973.0
2020,대전,CNCITY,수송용,5.0,33506.0
2020,대전,CNCITY,업무난방용,5086.0,31032.0
2020,대전,CNCITY,연료전지용,43.0,1305.0
2020,대전,CNCITY,열병합용,16.0,54772.0
2020,대전,CNCITY,일반용1,19002.0,61422.0
2020,대전,CNCITY,일반용2,159.0,6562.0
2020,대전,CNCITY,집단에너지용,1.0,435.0
2020,대전,CNCITY,취사용,91602.0,57216.0
2020,부산,부산,개별난방용,1321634.0,541672.4123683701
2020,부산,부산,냉난방용,2024.0,34613.84797149999
2020,부산,부산,산업용,840.0,364345.9384952
2020,부산,부산,수송용,14.0,96543.69979379998
2020,부산,부산,업무난방용,3630.0,18539.4063037
2020,부산,부산,연료전지용,2.0,47684.81638
2020,부산,부산,열병합용,14.0,7491.762992800001
2020,부산,부산,일반용1,57368.0,106707.1268127
2020,부산,부산,일반용2,1081.0,21886.5664584
2020,부산,부산,집단에너지용,2.0,14696.042
2020,부산,부산,취사용,139221.0,154711.68286603
2020,서울,귀뚜라미,개별난방용,347644.0,194220.0
2020,서울,귀뚜라미,냉난방용,375.0,9603.0
2020,서울,귀뚜라미,산업용,99.0,3039.0
2020,서울,귀뚜라미,수송용,4.0,36085.0
2020,서울,귀뚜라미,업무난방용,7028.0,17958.0
2020,서울,귀뚜라미,연료전지용,11.0,2.0
2020,서울,귀뚜라미,열병합용,6.0,2516.0
2020,서울,귀뚜라미,일반용1,11002.0,30034.0
2020,서울,귀뚜라미,일반용2,53.0,1513.0
2020,서울,귀뚜라미,집단에너지용,6.0,2575.0
2020,서울,귀뚜라미,취사용,33542.0,39970.0
2020,서울,대륜,개별난방용,431226.0,275454.59714
2020,서울,대륜,냉난방용,497.0,11959.09796
2020,서울,대륜,산업용,118.0,2043.45096
2020,서울,대륜,수송용,8.0,54880.417
2020,서울,대륜,업무난방용,3725.0,20191.13875
2020,서울,대륜,연료전지용,11.0,3101.310390000001
2020,서울,대륜,열병합용,6.0,39675.780999999995
2020,서울,대륜,일반용1,14028.0,36383.41469000001
2020,서울,대륜,일반용2,121.0,5011.01082
2020,서울,대륜,집단에너지용,6.0,27413.838
2020,서울,대륜,취사용,119072.0,60854.52533999999
2020,서울,서울,개별난방용,1410066.0,851079.0
2020,서울,서울,냉난방용,1993.0,74992.0
2020,서울,서울,산업용,61.0,4307.0
2020,서울,서울,수송용,9.0,66840.0
2020,서울,서울,업무난방용,52637.0,68421.0
2020,서울,서울,연료전지용,245.0,35673.0
2020,서울,서울,열병합용,25.0,36169.0
2020,서울,서울,일반용1,75371.0,177455.0
2020,서울,서울,일반용2,389.0,15481.0
2020,서울,서울,집단에너지용,6.0,16559.0
2020,서울,서울,취사용,243589.0,133354.0
2020,서울,예스코,개별난방용,909355.0,550540.8390328
2020,서울,예스코,냉난방용,1708.0,76471.6208811
2020,서울,예스코,산업용,1681.0,8577.5040229
2020,서울,예스코,수송용,6.0,37530.39200000001
2020,서울,예스코,업무난방용,11172.0,49688.0757901
2020,서울,예스코,연료전지용,95.0,118.6745202
2020,서울,예스코,열병합용,20.0,4174.033009899999
2020,서울,예스코,일반용1,48623.0,159005.3481884
2020,서울,예스코,일반용2,253.0,12738.983138
2020,서울,예스코,집단에너지용,9.0,578.156
2020,서울,예스코,취사용,57450.0,96553.753398
2020,서울,코원ES,개별난방용,516546.0,316764.0
2020,서울,코원ES,냉난방용,2056.0,81894.0
2020,서울,코원ES,산업용,21.0,468.0
2020,서울,코원ES,수송용,5.0,53093.0
2020,서울,코원ES,업무난방용,16289.0,54610.0
2020,서울,코원ES,연료전지용,170.0,37928.0
2020,서울,코원ES,열병합용,22.0,23835.0
2020,서울,코원ES,일반용1,30943.0,151456.0
2020,서울,코원ES,일반용2,166.0,11672.0
2020,서울,코원ES,집단에너지용,13.0,24565.0
2020,서울,코원ES,취사용,241194.0,73150.0
2020,세종,JB,개별난방용,33739.0,15328.0
2020,세종,JB,냉난방용,378.0,2678.0
2020,세종,JB,산업용,57.0,42113.0
2020,세종,JB,수송용,1.0,4556.0
2020,세종,JB,업무난방용,316.0,1031.0
2020,세종,JB,연료전지용,8.0,36.0
2020,세종,JB,열병합용,0.0,0.0
2020,세종,JB,일반용1,2649.0,6506.0
2020,세종,JB,일반용2,575.0,2989.0
2020,세종,JB,집단에너지용,1.0,7535.0
2020,세종,JB,취사용,74939.0,8593.0
2020,세종,충청ES,개별난방용,2231.0,1293.2925002
2020,세종,충청ES,냉난방용,8.0,74.19808474999999
2020,세종,충청ES,산업용,9.0,11092.34532434
2020,세종,충청ES,수송용,,
2020,세종,충청ES,업무난방용,15.0,142.44816942
2020,세종,충청ES,연료전지용,,
2020,세종,충청ES,열병합용,0.0,0.0
2020,세종,충청ES,일반용1,78.0,296.14250742
2020,세종,충청ES,일반용2,3.0,11.44074919
2020,세종,충청ES,집단에너지용,,
2020,세종,충청ES,취사용,0.0,
2020,울산,경동,개별난방용,452303.0,297563.396214474
2020,울산,경동,냉난방용,347.0,10154.36658067
2020,울산,경동,산업용,307.0,1251238.7433548
2020,울산,경동,수송용,6.0,31387.13984
2020,울산,경동,업무난방용,3013.0,9340.57177392008
2020,울산,경동,연료전지용,7.0,2.328364
2020,울산,경동,열병합용,4.0,40931.14
2020,울산,경동,일반용1,17572.0,43766.1863891
2020,울산,경동,일반용2,181.0,6833.9796904
2020,울산,경동,집단에너지용,0.0,0.0
2020,울산,경동,취사용,5162.0,238.506936635
2020,인천,삼천리,개별난방용,307116.0,175180.25737
2020,인천,삼천리,냉난방용,311.0,9949.287298
2020,인천,삼천리,산업용,462.0,287122.992292
2020,인천,삼천리,수송용,7.0,29198.204664
2020,인천,삼천리,업무난방용,3009.0,12758.498893
2020,인천,삼천리,연료전지용,65.0,3212.393969
2020,인천,삼천리,열병합용,8.0,5505.304942
2020,인천,삼천리,일반용1,10272.0,38772.93821000001
2020,인천,삼천리,일반용2,152.0,5028.188141999999
2020,인천,삼천리,집단에너지용,9.0,4628.342457000001
2020,인천,삼천리,취사용,103186.0,40587.265203
2020,인천,인천,개별난방용,545457.0,337257.0
2020,인천,인천,냉난방용,550.0,17594.0
2020,인천,인천,산업용,313.0,189576.0
2020,인천,인천,수송용,10.0,53205.0
2020,인천,인천,업무난방용,9473.0,20155.0
2020,인천,인천,연료전지용,10.0,19.0
2020,인천,인천,열병합용,1.0,1156.0
2020,인천,인천,일반용1,17720.0,62938.0
2020,인천,인천,일반용2,322.0,14964.0
2020,인천,인천,집단에너지용,0.0,0.0
2020,인천,인천,취사용,188387.0,84335.0
2020,전남,대화,개별난방용,93857.0,56306.9876902
2020,전남,대화,냉난방용,55.0,1763.1076022
2020,전남,대화,산업용,116.0,147496.6932298
2020,전남,대화,수송용,2.0,9083.106000000002
2020,전남,대화,업무난방용,628.0,2001.2871337
2020,전남,대화,연료전지용,1.0,4207.937956
2020,전남,대화,열병합용,2.0,250.649
2020,전남,대화,일반용1,2608.0,6209.458349699999
2020,전남,대화,일반용2,30.0,2960.6858502
2020,전남,대화,집단에너지용,3.0,2612.434
2020,전남,대화,취사용,546.0,31.7145468
2020,전남,목포,개별난방용,123052.0,61917.0
2020,전남,목포,냉난방용,155.0,3437.0
2020,전남,목포,산업용,165.0,29925.8
2020,전남,목포,수송용,3.0,5284.0
2020,전남,목포,업무난방용,356.0,2072.2
2020,전남,목포,연료전지용,3.0,14.8
2020,전남,목포,열병합용,0.0,0.0
2020,전남,목포,일반용1,3592.0,10691.0
2020,전남,목포,일반용2,30.0,2629.0
2020,전남,목포,집단에너지용,,
2020,전남,목포,취사용,12302.0,14441.0
2020,전남,전남,개별난방용,158211.0,95630.0
2020,전남,전남,냉난방용,174.0,3080.0
2020,전남,전남,산업용,139.0,153489.0
2020,전남,전남,수송용,2.0,6258.0
2020,전남,전남,업무난방용,1057.0,2803.0
2020,전남,전남,연료전지용,9.0,23.0
2020,전남,전남,열병합용,0.0,0.0
2020,전남,전남,일반용1,4143.0,11005.0
2020,전남,전남,일반용2,31.0,1669.0
2020,전남,전남,집단에너지용,,
2020,전남,전남,취사용,3383.0,171.0
2020,전남,해양,개별난방용,66564.0,31987.0
2020,전남,해양,냉난방용,37.0,2739.0
2020,전남,해양,산업용,270.0,80570.0
2020,전남,해양,수송용,1.0,6366.0
2020,전남,해양,업무난방용,580.0,2262.0
2020,전남,해양,연료전지용,18.0,11.827
2020,전남,해양,열병합용,3.0,1374.0
2020,전남,해양,일반용1,2704.0,7152.0
2020,전남,해양,일반용2,26.0,1004.0
2020,전남,해양,집단에너지용,1.0,13654.0
2020,전남,해양,취사용,12726.0,8846.0
2020,전북,군산,개별난방용,109003.0,65629.12333665
2020,전북,군산,냉난방용,98.0,2025.012
2020,전북,군산,산업용,137.0,178503.7347768
2020,전북,군산,수송용,1.0,5044.380999999999
2020,전북,군산,업무난방용,712.0,2759.493
2020,전북,군산,연료전지용,4.0,97.177
2020,전북,군산,열병합용,1.0,1408.197
2020,전북,군산,일반용1,1584.0,6420.932000000001
2020,전북,군산,일반용2,,
2020,전북,군산,집단에너지용,,
2020,전북,군산,취사용,7416.0,6886.30866335
2020,전북,전북,개별난방용,345880.0,205462.0
2020,전북,전북,냉난방용,289.0,10082.0
2020,전북,전북,산업용,400.0,153086.0
2020,전북,전북,수송용,5.0,16368.0
2020,전북,전북,업무난방용,2765.0,9392.0
2020,전북,전북,연료전지용,4.0,453.0
2020,전북,전북,열병합용,5.0,1574.0
2020,전북,전북,일반용1,9369.0,30940.0
2020,전북,전북,일반용2,,
2020,전북,전북,집단에너지용,1.0,449.0
2020,전북,전북,취사용,13815.0,36716.0
2020,전북,전북ES,개별난방용,107191.0,56825.606882
2020,전북,전북ES,냉난방용,141.0,2644.4278005
2020,전북,전북ES,산업용,132.0,60768.97042219999
2020,전북,전북ES,수송용,1.0,5307.950005000001
2020,전북,전북ES,업무난방용,747.0,3790.4085542
2020,전북,전북ES,연료전지용,4.0,179.9008772
2020,전북,전북ES,열병합용,4.0,217.176
2020,전북,전북ES,일반용1,2023.0,5945.265541700001
2020,전북,전북ES,일반용2,125.0,2097.2760538
2020,전북,전북ES,집단에너지용,3.0,1485.35
2020,전북,전북ES,취사용,8881.0,10562.3145289
2020,제주,제주,개별난방용,31551.0,15426.37
2020,제주,제주,냉난방용,45.0,3513.2
2020,제주,제주,산업용,,
2020,제주,제주,수송용,,
2020,제주,제주,업무난방용,231.0,3462.33
2020,제주,제주,연료전지용,2.0,2.95
2020,제주,제주,열병합용,0.0,0.0
2020,제주,제주,일반용1,266.0,2171.37
2020,제주,제주,일반용2,,
2020,제주,제주,집단에너지용,,
2020,제주,제주,취사용,0.0,623.2
2020,충남,CNCITY,개별난방용,15653.0,10833.0
2020,충남,CNCITY,냉난방용,20.0,335.0
2020,충남,CNCITY,산업용,4.0,1604.0
2020,충남,CNCITY,수송용,,
2020,충남,CNCITY,업무난방용,200.0,4275.0
2020,충남,CNCITY,연료전지용,,
2020,충남,CNCITY,열병합용,0.0,0.0
2020,충남,CNCITY,일반용1,445.0,1601.0
2020,충남,CNCITY,일반용2,9.0,69.0
2020,충남,CNCITY,집단에너지용,0.0,0.0
2020,충남,CNCITY,취사용,68.0,1401.0
2020,충남,JB,개별난방용,465813.0,237182.0
2020,충남,JB,냉난방용,408.0,11355.0
2020,충남,JB,산업용,458.0,461053.0
2020,충남,JB,수송용,2.0,14114.0
2020,충남,JB,업무난방용,3631.0,12794.0
2020,충남,JB,연료전지용,115.0,9812.0
2020,충남,JB,열병합용,6.0,58671.0
2020,충남,JB,일반용1,7094.0,18004.0
2020,충남,JB,일반용2,2959.0,19740.0
2020,충남,JB,집단에너지용,5.0,2543.0
2020,충남,JB,취사용,34568.0,67108.0
2020,충남,서해,개별난방용,159459.0,70327.0
2020,충남,서해,냉난방용,94.0,1174.0
2020,충남,서해,산업용,192.0,438510.0
2020,충남,서해,수송용,,
2020,충남,서해,업무난방용,1094.0,2029.0
2020,충남,서해,연료전지용,3.0,1.0
2020,충남,서해,열병합용,0.0,0.0
2020,충남,서해,일반용1,3016.0,9423.0
2020,충남,서해,일반용2,,
2020,충남,서해,집단에너지용,1.0,9197.0
2020,충남,서해,취사용,12335.0,15392.0
2020,충북,참빛충북,개별난방용,74843.0,47750.60447736001
2020,충북,참빛충북,냉난방용,75.0,1428.5831414
2020,충북,참빛충북,산업용,193.0,79396.1387866
2020,충북,참빛충북,수송용,,
2020,충북,참빛충북,업무난방용,360.0,1303.3511386
2020,충북,참빛충북,연료전지용,1.0,
2020,충북,참빛충북,열병합용,0.0,0.0
2020,충북,참빛충북,일반용1,1324.0,4638.636755
2020,충북,참빛충북,일반용2,,
2020,충북,참빛충북,집단에너지용,,
2020,충북,참빛충북,취사용,1615.0,19.9986088
2020,충북,충청ES,개별난방용,357453.0,235707.5303886
2020,충북,충청ES,냉난방용,533.0,12692.00002584
2020,충북,충청ES,산업용,445.0,453507.0675734701
2020,충북,충청ES,수송용,3.0,16895.9940742
2020,충북,충청ES,업무난방용,4313.0,13611.42403968
2020,충북,충청ES,연료전지용,15.0,16.331584
2020,충북,충청ES,열병합용,2.0,0.0
2020,충북,충청ES,일반용1,8857.0,22957.25909838
2020,충북,충청ES,일반용2,359.0,5700.89957591
2020,충북,충청ES,집단에너지용,4.0,1027.668
2020,충북,충청ES,취사용,74715.0,4787.650987999999
2021,강원,강원,개별난방용,132684.0,96630.024337
2021,강원,강원,냉난방용,286.0,4989.162917399999
2021,강원,강원,산업용,96.0,14636.9913105
2021,강원,강원,수송용,1.0,4124.832041
2021,강원,강원,업무난방용,1401.0,6322.3696347
2021,강원,강원,연료전지용,6.0,21.709768
2021,강원,강원,열병합용,0.0,663.6048895000001
2021,강원,강원,일반용1,4584.0,24476.5656287
2021,강원,강원,일반용2,37.0,1434.6752388
2021,강원,강원,집단에너지용,3.0,473.48
2021,강원,강원,취사용,9707.0,3966.341445
2021,강원,명성,개별난방용,1615.0,796.4719999999999
2021,강원,명성,냉난방용,1.0,39.02
2021,강원,명성,산업용,,
2021,강원,명성,수송용,,
2021,강원,명성,업무난방용,4.0,33.695
2021,강원,명성,연료전지용,1.0,198.865
2021,강원,명성,열병합용,0.0,0.0
2021,강원,명성,일반용1,36.0,9268.539
2021,강원,명성,일반용2,,
2021,강원,명성,집단에너지용,,
2021,강원,명성,취사용,5.0,0.165
2021,강원,참빛,개별난방용,33756.0,18199.0
2021,강원,참빛,냉난방용,21.0,606.0
2021,강원,참빛,산업용,,
2021,강원,참빛,수송용,1.0,23.0
2021,강원,참빛,업무난방용,243.0,1166.0
2021,강원,참빛,연료전지용,,
2021,강원,참빛,열병합용,0.0,0.0
2021,강원,참빛,일반용1,2138.0,2414.0
2021,강원,참빛,일반용2,81.0,5982.0
2021,강원,참빛,집단에너지용,,
2021,강원,참빛,취사용,422.0,12.0
2021,강원,참빛영동,개별난방용,67888.0,41855.0
2021,강원,참빛영동,냉난방용,67.0,5177.0
2021,강원,참빛영동,산업용,34.0,4606.0
2021,강원,참빛영동,수송용,,
2021,강원,참빛영동,업무난방용,96.0,862.0
2021,강원,참빛영동,연료전지용,4.0,21844.87
2021,강원,참빛영동,열병합용,0.0,0.0
2021,강원,참빛영동,일반용1,828.0,3874.0
2021,강원,참빛영동,일반용2,21.0,1809.0
2021,강원,참빛영동,집단에너지용,,
2021,강원,참빛영동,취사용,3282.0,50.0
2021,강원,참빛원주,개별난방용,152543.0,106137.776051
2021,강원,참빛원주,냉난방용,169.0,4184.1958005
2021,강원,참빛원주,산업용,191.0,49927.97021749999
2021,강원,참빛원주,수송용,2.0,5873.142785599999
2021,강원,참빛원주,업무난방용,1108.0,4885.658252699999
2021,강원,참빛원주,연료전지용,7.0,29.8200811
2021,강원,참빛원주,열병합용,1.0,404.5060000000001
2021,강원,참빛원주,일반용1,3675.0,9746.1031076
2021,강원,참빛원주,일반용2,16.0,1793.3712685
2021,강원,참빛원주,집단에너지용,1.0,311.139
2021,강원,참빛원주,취사용,1828.0,82.3424637
2021,경기,대륜,개별난방용,313702.0,194820.25667
2021,경기,대륜,냉난방용,229.0,5496.24161
2021,경기,대륜,산업용,674.0,82467.27641
2021,경기,대륜,수송용,5.0,21179.052
2021,경기,대륜,업무난방용,2398.0,16042.84398
2021,경기,대륜,연료전지용,9.0,1.54057
2021,경기,대륜,열병합용,8.0,1400.636
2021,경기,대륜,일반용1,10570.0,27686.80964
2021,경기,대륜,일반용2,75.0,2416.32912
2021,경기,대륜,집단에너지용,9.0,4672.056999999999
2021,경기,대륜,취사용,48237.0,45408.99305999999
2021,경기,삼천리,개별난방용,1921720.0,1102664.425813
2021,경기,삼천리,냉난방용,2011.0,86192.123014
2021,경기,삼천리,산업용,1984.0,1196973.681933
2021,경기,삼천리,수송용,33.0,155279.266417
2021,경기,삼천리,업무난방용,23402.0,115198.393944
2021,경기,삼천리,연료전지용,946.0,181429.013396
2021,경기,삼천리,열병합용,28.0,18293.563847
2021,경기,삼천리,일반용1,73778.0,224856.304505
2021,경기,삼천리,일반용2,957.0,41702.624337
2021,경기,삼천리,집단에너지용,37.0,32478.56365900001
2021,경기,삼천리,취사용,845041.0,247512.376608
2021,경기,서울,개별난방용,347008.0,223912.0
2021,경기,서울,냉난방용,590.0,15480.0
2021,경기,서울,산업용,451.0,84734.0
2021,경기,서울,수송용,10.0,47625.0
2021,경기,서울,업무난방용,11978.0,14568.0
2021,경기,서울,연료전지용,32.0,11695.0
2021,경기,서울,열병합용,3.0,25852.0
2021,경기,서울,일반용1,29596.0,63288.0
2021,경기,서울,일반용2,445.0,10626.0
2021,경기,서울,집단에너지용,2.0,969.0
2021,경기,서울,취사용,385587.0,50369.0
2021,경기,예스코,개별난방용,262587.0,218339.4218072
2021,경기,예스코,냉난방용,228.0,6146.7231346
2021,경기,예스코,산업용,386.0,11301.3537432
2021,경기,예스코,수송용,5.0,18455.95
2021,경기,예스코,업무난방용,1775.0,3494.167889899999
2021,경기,예스코,연료전지용,42.0,110.7434119
2021,경기,예스코,열병합용,1.0,0.0
2021,경기,예스코,일반용1,12355.0,30874.2000358
2021,경기,예스코,일반용2,94.0,4643.4060995
2021,경기,예스코,집단에너지용,1.0,34.99
2021,경기,예스코,취사용,97334.0,41077.5507927
2021,경기,인천,개별난방용,6476.0,2925.0
2021,경기,인천,냉난방용,10.0,406.0
2021,경기,인천,산업용,74.0,12691.0
2021,경기,인천,수송용,3.0,3599.0
2021,경기,인천,업무난방용,116.0,377.0
2021,경기,인천,연료전지용,,
2021,경기,인천,열병합용,0.0,0.0
2021,경기,인천,일반용1,561.0,1841.0654
2021,경기,인천,일반용2,5.0,163.9346
2021,경기,인천,집단에너지용,,
2021,경기,인천,취사용,5069.0,965.0
2021,경기,코원ES,개별난방용,506216.0,330734.0
2021,경기,코원ES,냉난방용,663.0,18440.0
2021,경기,코원ES,산업용,442.0,190948.0
2021,경기,코원ES,수송용,8.0,49349.0
2021,경기,코원ES,업무난방용,6250.0,20724.0
2021,경기,코원ES,연료전지용,209.0,318.0
2021,경기,코원ES,열병합용,3.0,2930.0
2021,경기,코원ES,일반용1,22642.0,83941.0
2021,경기,코원ES,일반용2,244.0,12851.0
2021,경기,코원ES,집단에너지용,3.0,711.0
2021,경기,코원ES,취사용,217009.0,76805.0
2021,경남,경남,개별난방용,756223.0,415440.8799999999
2021,경남,경남,냉난방용,513.0,15308.315
2021,경남,경남,산업용,833.0,352470.3182
2021,경남,경남,수송용,8.0,39643.6422
2021,경남,경남,업무난방용,1789.0,20699.6367
2021,경남,경남,연료전지용,25.0,3374.9011
2021,경남,경남,열병합용,14.0,4229.425
2021,경남,경남,일반용1,49991.0,45197.2893
2021,경남,경남,일반용2,372.0,9148.2756
2021,경남,경남,집단에너지용,2.0,16099.521
2021,경남,경남,취사용,61807.0,2313.0397
2021,경남,경동,개별난방용,91749.0,54630.686953998
2021,경남,경동,냉난방용,62.0,1912.784575
2021,경남,경동,산업용,268.0,93635.5836364
2021,경남,경동,수송용,2.0,5389.71441
2021,경남,경동,업무난방용,280.0,860.7800084
2021,경남,경동,연료전지용,6.0,13.8964574
2021,경남,경동,열병합용,0.0,0.0
2021,경남,경동,일반용1,4383.0,10956.040427
2021,경남,경동,일반용2,50.0,2131.1592846
2021,경남,경동,집단에너지용,1.0,29272.00899999999
2021,경남,경동,취사용,40514.0,2187.798403983
2021,경남,지에스이,개별난방용,174371.0,96851.0
2021,경남,지에스이,냉난방용,202.0,4547.0
2021,경남,지에스이,산업용,65.0,40985.0
2021,경남,지에스이,수송용,2.0,5966.0
2021,경남,지에스이,업무난방용,576.0,1395.0
2021,경남,지에스이,연료전지용,6.0,673.0
2021,경남,지에스이,열병합용,2.0,29108.0
2021,경남,지에스이,일반용1,5207.0,9049.0
2021,경남,지에스이,일반용2,76.0,1866.0
2021,경남,지에스이,집단에너지용,1.0,581.0
2021,경남,지에스이,취사용,15613.0,548.0
2021,경북,대성,개별난방용,131957.0,78501.3552942
2021,경북,대성,냉난방용,179.0,3375.830979
2021,경북,대성,산업용,124.0,49001.147576
2021,경북,대성,수송용,3.0,19166.491
2021,경북,대성,업무난방용,589.0,1478.9272532
2021,경북,대성,연료전지용,5.0,0.2951708
2021,경북,대성,열병합용,0.0,0.0
2021,경북,대성,일반용1,1960.0,4104.4185244
2021,경북,대성,일반용2,83.0,1656.0454856
2021,경북,대성,집단에너지용,,
2021,경북,대성,취사용,759.0,124.2760568
2021,경북,대성청정,개별난방용,88676.0,63696.0
2021,경북,대성청정,냉난방용,104.0,2295.0
2021,경북,대성청정,산업용,112.0,97195.0
2021,경북,대성청정,수송용,,
2021,경북,대성청정,업무난방용,860.0,1324.0
2021,경북,대성청정,연료전지용,3.0,7.0
2021,경북,대성청정,열병합용,0.0,0.0
2021,경북,대성청정,일반용1,2146.0,7035.0
2021,경북,대성청정,일반용2,,
2021,경북,대성청정,집단에너지용,,
2021,경북,대성청정,취사용,5653.0,443.0
2021,경북,서라벌,개별난방용,123462.0,58255.0
2021,경북,서라벌,냉난방용,106.0,2106.0
2021,경북,서라벌,산업용,310.0,103161.0
2021,경북,서라벌,수송용,1.0,3960.0
2021,경북,서라벌,업무난방용,912.0,3053.0
2021,경북,서라벌,연료전지용,2.0,12.0
2021,경북,서라벌,열병합용,0.0,0.0
2021,경북,서라벌,일반용1,4562.0,16388.0
2021,경북,서라벌,일반용2,,
2021,경북,서라벌,집단에너지용,,
2021,경북,서라벌,취사용,1466.0,14960.0
2021,경북,영남ES(구미),개별난방용,289232.0,150140.43119503
2021,경북,영남ES(구미),냉난방용,220.0,4663.136368
2021,경북,영남ES(구미),산업용,262.0,350040.127672
2021,경북,영남ES(구미),수송용,1.0,6394.080285
2021,경북,영남ES(구미),업무난방용,1952.0,9041.04524
2021,경북,영남ES(구미),연료전지용,18.0,4316.465228
2021,경북,영남ES(구미),열병합용,3.0,14924.649
2021,경북,영남ES(구미),일반용1,6992.0,15243.060067
2021,경북,영남ES(구미),일반용2,74.0,8901.893444000001
2021,경북,영남ES(구미),집단에너지용,1.0,6133.749999999999
2021,경북,영남ES(구미),취사용,3325.0,35752.64373207001
2021,경북,영남ES(포항),개별난방용,199102.0,107621.0
2021,경북,영남ES(포항),냉난방용,156.0,4878.0
2021,경북,영남ES(포항),산업용,246.0,271053.0
2021,경북,영남ES(포항),수송용,1.0,4383.0
2021,경북,영남ES(포항),업무난방용,1233.0,3295.0
2021,경북,영남ES(포항),연료전지용,9.0,1706.0
2021,경북,영남ES(포항),열병합용,3.0,1466.0
2021,경북,영남ES(포항),일반용1,5153.0,14631.0
2021,경북,영남ES(포항),일반용2,78.0,3944.0
2021,경북,영남ES(포항),집단에너지용,2.0,2815.0
2021,경북,영남ES(포항),취사용,12811.0,24756.0
