연도,시도,회사,구분,길이
2018,제주,제주,공급관,33514.0
2018,제주,제주,본관,53042.0
2018,충남,CNCITY,공급관,25190.0
2018,충남,CNCITY,본관,17318.0
2018,충남,JB,공급관,828535.0
2018,충남,JB,본관,646190.0
2018,충남,서해,공급관,390875.0
2018,충남,서해,본관,382806.0
2018,충북,참빛충북,공급관,193731.0
2018,충북,참빛충북,본관,101616.0
2018,충북,충청ES,공급관,723879.0
2018,충북,충청ES,본관,443433.0
2019,강원,강원,공급관,308405.0
2019,강원,강원,본관,169199.0
2019,강원,명성,공급관,12.0
2019,강원,명성,본관,11074.0
2019,강원,참빛,공급관,25979.0
2019,강원,참빛,본관,48648.0
2019,강원,참빛영동,공급관,104660.0
2019,강원,참빛영동,본관,110768.0
2019,강원,참빛원주,공급관,313727.0
2019,강원,참빛원주,본관,164707.0
2019,경기,대륜,공급관,635650.0
2019,경기,대륜,본관,311528.0
2019,경기,삼천리,공급관,3723409.9900000114
2019,경기,삼천리,본관,1784802.1200000008
2019,경기,서울,공급관,1176769.2
2019,경기,서울,본관,407748.4
2019,경기,예스코,공급관,605782.0
2019,경기,예스코,본관,348197.0
2019,경기,인천,공급관,17444.0
2019,경기,인천,본관,59454.0
2019,경기,코원ES,공급관,1255971.0
2019,경기,코원ES,본관,565054.0
2019,경남,경남,공급관,1639810.0
2019,경남,경남,본관,690001.0
2019,경남,경동,공급관,275783.2
2019,경남,경동,본관,138418.5
2019,경남,지에스이,공급관,396354.0
2019,경남,지에스이,본관,166471.0
2019,경북,대성,공급관,227523.0
2019,경북,대성,본관,117740.8
2019,경북,대성청정,공급관,200867.0
2019,경북,대성청정,본관,118516.0
2019,경북,서라벌,공급관,255324.0
2019,경북,서라벌,본관,215742.0
2019,경북,영남ES(구미),공급관,549194.9
2019,경북,영남ES(구미),본관,327569.4
2019,경북,영남ES(포항),공급관,500328.0
2019,경북,영남ES(포항),본관,228916.0
2019,광주,해양,공급관,1286939.7000000002
2019,광주,해양,본관,335288.4
2019,대구,대성,공급관,2036139.56
2019,대구,대성,본관,591029.4
2019,대전,CNCITY,공급관,1238618.0
2019,대전,CNCITY,본관,386149.0
2019,부산,부산,공급관,1886626.0
2019,부산,부산,본관,764549.0
2019,서울,귀뚜라미,공급관,453768.0
2019,서울,귀뚜라미,본관,130371.0
2019,서울,대륜,공급관,621891.0
2019,서울,대륜,본관,132227.0
2019,서울,서울,공급관,2424165.6
2019,서울,서울,본관,432754.3
2019,서울,예스코,공급관,1492364.0
2019,서울,예스코,본관,332567.0
2019,서울,코원ES,공급관,1024639.0
2019,서울,코원ES,본관,377854.0
2019,세종,JB,공급관,249335.75
2019,세종,JB,본관,99316.85
2019,세종,충청ES,공급관,7413.4
2019,세종,충청ES,본관,9577.3
2019,울산,경동,공급관,1385563.3
2019,울산,경동,본관,500272.0
2019,인천,삼천리,공급관,557094.5300000003
2019,인천,삼천리,본관,280712.23999999947
2019,인천,인천,공급관,1064298.0
2019,인천,인천,본관,393053.0
2019,전남,대화,공급관,265386.0
2019,전남,대화,본관,118213.0
2019,전남,목포,공급관,321984.8
2019,전남,목포,본관,147879.0
2019,전남,전남,공급관,363871.78
2019,전남,전남,본관,149759.53
2019,전남,해양,공급관,417440.0
2019,전남,해양,본관,259893.0
2019,전북,군산,공급관,260877.87
2019,전북,군산,본관,180193.9
2019,전북,전북,공급관,1061209.0
2019,전북,전북,본관,315534.0
2019,전북,전북ES,공급관,209448.0
2019,전북,전북ES,본관,155945.0
2019,제주,제주,공급관,35243.0
2019,제주,제주,본관,55517.0
2019,충남,CNCITY,공급관,25558.0
2019,충남,CNCITY,본관,17597.0
2019,충남,JB,공급관,894144.0
2019,충남,JB,본관,662378.0
2019,충남,서해,공급관,434956.0
2019,충남,서해,본관,407631.0
2019,충북,참빛충북,공급관,203495.64
2019,충북,참빛충북,본관,102778.71
2019,충북,충청ES,공급관,760120.13
2019,충북,충청ES,본관,461343.31
2020,강원,강원,공급관,318216.0
2020,강원,강원,본관,175167.0
2020,강원,명성,공급관,2319.2
2020,강원,명성,본관,11173.2
2020,강원,참빛,공급관,33146.0
2020,강원,참빛,본관,50951.0
2020,강원,참빛영동,공급관,113865.0
2020,강원,참빛영동,본관,113023.0
2020,강원,참빛원주,공급관,331441.6
2020,강원,참빛원주,본관,168494.2
2020,경기,대륜,공급관,666647.1
2020,경기,대륜,본관,319399.11
2020,경기,삼천리,공급관,3882228.7
2020,경기,삼천리,본관,1840561.8
2020,경기,서울,공급관,1250108.0
2020,경기,서울,본관,417002.0
2020,경기,예스코,공급관,637754.6
2020,경기,예스코,본관,349830.5
2020,경기,인천,공급관,18698.0
2020,경기,인천,본관,62847.0
2020,경기,코원ES,공급관,1269280.0
2020,경기,코원ES,본관,566733.0
2020,경남,경남,공급관,1700152.0
2020,경남,경남,본관,699510.0
2020,경남,경동,공급관,286881.4
2020,경남,경동,본관,138447.0
2020,경남,지에스이,공급관,445075.0
2020,경남,지에스이,본관,186450.0
2020,경북,대성,공급관,237966.4
2020,경북,대성,본관,122424.5
2020,경북,대성청정,공급관,226099.0
2020,경북,대성청정,본관,123887.0
2020,경북,서라벌,공급관,278423.0
2020,경북,서라벌,본관,216867.0
2020,경북,영남ES(구미),공급관,560870.6
2020,경북,영남ES(구미),본관,331424.6
2020,경북,영남ES(포항),공급관,524365.0
2020,경북,영남ES(포항),본관,230550.0
2020,광주,해양,공급관,1307482.0
2020,광주,해양,본관,337721.0
2020,대구,대성,공급관,2053245.8
2020,대구,대성,본관,595808.7
2020,대전,CNCITY,공급관,1262471.0
2020,대전,CNCITY,본관,392188.0
2020,부산,부산,공급관,1928581.0
2020,부산,부산,본관,770302.0
2020,서울,귀뚜라미,공급관,454429.0
2020,서울,귀뚜라미,본관,130506.0
2020,서울,대륜,공급관,619516.9
2020,서울,대륜,본관,132546.0
2020,서울,서울,공급관,2416257.0
2020,서울,서울,본관,432641.0
2020,서울,예스코,공급관,1487938.2
2020,서울,예스코,본관,332045.47
2020,서울,코원ES,공급관,1028526.0
2020,서울,코원ES,본관,380147.0
2020,세종,JB,공급관,259374.0
2020,세종,JB,본관,100004.0
2020,세종,충청ES,공급관,7558.0
2020,세종,충청ES,본관,9531.0
2020,울산,경동,공급관,1444737.7
2020,울산,경동,본관,506317.7
2020,인천,삼천리,공급관,566263.4
2020,인천,삼천리,본관,282013.0
2020,인천,인천,공급관,1075481.0
2020,인천,인천,본관,399376.0
2020,전남,대화,공급관,301124.0
2020,전남,대화,본관,132189.0
2020,전남,목포,공급관,346818.5
2020,전남,목포,본관,154002.7
2020,전남,전남,공급관,382085.0
2020,전남,전남,본관,150992.0
2020,전남,해양,공급관,462015.0
2020,전남,해양,본관,275614.0
2020,전북,군산,공급관,278885.62
2020,전북,군산,본관,187147.4
2020,전북,전북,공급관,1092577.0
2020,전북,전북,본관,322496.0
2020,전북,전북ES,공급관,222081.0
2020,전북,전북ES,본관,157020.0
2020,제주,제주,공급관,47786.79
2020,제주,제주,본관,69224.83
2020,충남,CNCITY,공급관,25629.0
2020,충남,CNCITY,본관,17606.0
2020,충남,JB,공급관,947369.0
2020,충남,JB,본관,679926.0
2020,충남,서해,공급관,470785.0
2020,충남,서해,본관,428875.0
2020,충북,참빛충북,공급관,212538.04
2020,충북,참빛충북,본관,103211.71
2020,충북,충청ES,공급관,789964.0
2020,충북,충청ES,본관,476461.0
2021,강원,강원,공급관,323798.0
2021,강원,강원,본관,178077.0
2021,강원,명성,공급관,2602.0
2021,강원,명성,본관,11234.0
2021,강원,참빛,공급관,38094.0
2021,강원,참빛,본관,51925.0
2021,강원,참빛영동,공급관,123158.0
2021,강원,참빛영동,본관,114555.0
2021,강원,참빛원주,공급관,342671.0
2021,강원,참빛원주,본관,170503.0
2021,경기,대륜,공급관,686440.0
2021,경기,대륜,본관,331619.0
2021,경기,삼천리,공급관,4033762.0
2021,경기,삼천리,본관,1894275.0
2021,경기,서울,공급관,1294069.0
2021,경기,서울,본관,429730.0
2021,경기,예스코,공급관,798122.0
2021,경기,예스코,본관,360739.0
2021,경기,인천,공급관,18826.0
2021,경기,인천,본관,69482.0
2021,경기,코원ES,공급관,1289805.0
2021,경기,코원ES,본관,569103.0
2021,경남,경남,공급관,1754111.0
2021,경남,경남,본관,714401.0
2021,경남,경동,공급관,303210.0
2021,경남,경동,본관,140309.0
2021,경남,지에스이,공급관,486948.0
2021,경남,지에스이,본관,189999.0
2021,경북,대성,공급관,249799.0
2021,경북,대성,본관,123492.0
2021,경북,대성청정,공급관,256711.0
2021,경북,대성청정,본관,124663.0
2021,경북,서라벌,공급관,301811.0
2021,경북,서라벌,본관,226983.0
2021,경북,영남ES(구미),공급관,573407.0
2021,경북,영남ES(구미),본관,336453.0
2021,경북,영남ES(포항),공급관,552130.0
2021,경북,영남ES(포항),본관,234665.0
2021,광주,해양,공급관,1323469.0
2021,광주,해양,본관,341023.0
2021,대구,대성,공급관,2078891.0
2021,대구,대성,본관,597827.0
2021,대전,CNCITY,공급관,1283852.0
2021,대전,CNCITY,본관,398724.0
2021,부산,부산,공급관,1961920.0
2021,부산,부산,본관,772880.0
2021,서울,귀뚜라미,공급관,455534.0
2021,서울,귀뚜라미,본관,130682.0
2021,서울,대륜,공급관,621390.0
2021,서울,대륜,본관,132024.0
2021,서울,서울,공급관,2417509.0
2021,서울,서울,본관,437366.0
2021,서울,예스코,공급관,1909958.0
2021,서울,예스코,본관,331717.0
2021,서울,코원ES,공급관,1037821.0
2021,서울,코원ES,본관,380323.0
2021,세종,JB,공급관,263992.0
2021,세종,JB,본관,109570.0
2021,세종,충청ES,공급관,7922.0
2021,세종,충청ES,본관,9531.0
2021,울산,경동,공급관,1492590.0
2021,울산,경동,본관,512308.0
2021,인천,삼천리,공급관,567908.0
2021,인천,삼천리,본관,284024.0
2021,인천,인천,공급관,1091696.0
2021,인천,인천,본관,405661.0
2021,전남,대화,공급관,315694.0
2021,전남,대화,본관,137020.0
2021,전남,목포,공급관,365489.0
2021,전남,목포,본관,173310.0
2021,전남,전남,공급관,398182.0
2021,전남,전남,본관,153357.0
2021,전남,해양,공급관,488844.0
2021,전남,해양,본관,277319.0
2021,전북,군산,공급관,307931.0
2021,전북,군산,본관,191160.0
2021,전북,전북,공급관,1117122.0
2021,전북,전북,본관,329127.0
2021,전북,전북ES,공급관,235710.0
2021,전북,전북ES,본관,159413.0
2021,제주,제주,공급관,60635.0
2021,제주,제주,본관,70755.0
2021,충남,CNCITY,공급관,25960.0
2021,충남,CNCITY,본관,17606.0
2021,충남,JB,공급관,1009535.0
2021,충남,JB,본관,689192.0
2021,충남,서해,공급관,502460.0
2021,충남,서해,본관,444406.0
2021,충북,참빛충북,공급관,224814.0
2021,충북,참빛충북,본관,110381.0
2021,충북,충청ES,공급관,811984.0
2021,충북,충청ES,본관,490035.0
2022,강원,강원,공급관,340728.72
2022,강원,강원,본관,184526.71
2022,강원,명성,공급관,3714.0
2022,강원,명성,본관,11234.0
2022,강원,참빛,공급관,42294.0
2022,강원,참빛,본관,53518.0
2022,강원,참빛영동,공급관,133295.0
2022,강원,참빛영동,본관,116189.0
2022,강원,참빛원주,공급관,351829.1
2022,강원,참빛원주,본관,171009.5
2022,경기,대륜,공급관,715814.2
2022,경기,대륜,본관,340199.0
2022,경기,삼천리,공급관,4142205.7
2022,경기,삼천리,본관,1920348.3
2022,경기,서울,공급관,1327434.0
2022,경기,서울,본관,431523.0
2022,경기,예스코,공급관,837307.0
2022,경기,예스코,본관,361361.0
2022,경기,인천,공급관,19538.0
2022,경기,인천,본관,69625.1
2022,경기,코원ES,공급관,1337480.0
2022,경기,코원ES,본관,580947.0
2022,경남,경남,공급관,1797363.0
2022,경남,경남,본관,722971.0
2022,경남,경동,공급관,312305.0
2022,경남,경동,본관,140419.0
2022,경남,지에스이,공급관,538786.0
2022,경남,지에스이,본관,193776.0
2022,경북,대성,공급관,258450.6
2022,경북,대성,본관,124782.0
2022,경북,대성청정,공급관,278266.0
2022,경북,대성청정,본관,124726.0
2022,경북,서라벌,공급관,323343.0
2022,경북,서라벌,본관,232582.0
2022,경북,영남ES(구미),공급관,583889.8
2022,경북,영남ES(구미),본관,339202.4
2022,경북,영남ES(포항),공급관,577308.0
2022,경북,영남ES(포항),본관,237646.0
2022,광주,해양,공급관,1345945.0
2022,광주,해양,본관,343232.0
2022,대구,대성,공급관,2098023.85
2022,대구,대성,본관,600701.4
2022,대전,CNCITY,공급관,1299882.9
2022,대전,CNCITY,본관,403137.17
2022,부산,부산,공급관,1990961.0
2022,부산,부산,본관,778685.0
2022,서울,귀뚜라미,공급관,455996.0
2022,서울,귀뚜라미,본관,130719.0
2022,서울,대륜,공급관,621554.1
2022,서울,대륜,본관,131848.8
2022,서울,서울,공급관,2414531.0
2022,서울,서울,본관,436336.0
2022,서울,예스코,공급관,1911874.0
2022,서울,예스코,본관,331790.0
2022,서울,코원ES,공급관,1040703.0
2022,서울,코원ES,본관,381415.0
2022,세종,JB,공급관,278662.0
2022,세종,JB,본관,110524.0
2022,세종,충청ES,공급관,8163.0
2022,세종,충청ES,본관,12628.0
2022,울산,경동,공급관,1531930.0
2022,울산,경동,본관,515377.0
2022,인천,삼천리,공급관,573886.5
2022,인천,삼천리,본관,285671.3
2022,인천,인천,공급관,1101347.97
2022,인천,인천,본관,415242.34
2022,전남,대화,공급관,320115.9
2022,전남,대화,본관,139387.4
2022,전남,목포,공급관,400561.3
2022,전남,목포,본관,183285.8
2022,전남,전남,공급관,414400.0
2022,전남,전남,본관,155935.0
2022,전남,해양,공급관,521662.0
2022,전남,해양,본관,280805.0
2022,전북,군산,공급관,332468.0
2022,전북,군산,본관,197913.4
2022,전북,전북,공급관,1146243.0
2022,전북,전북,본관,331454.0
2022,전북,전북ES,공급관,244064.0
2022,전북,전북ES,본관,163843.0
2022,제주,제주,공급관,80600.0
2022,제주,제주,본관,73095.0
2022,충남,CNCITY,공급관,26349.87
2022,충남,CNCITY,본관,18354.16
2022,충남,JB,공급관,1059388.0
2022,충남,JB,본관,695874.0
2022,충남,서해,공급관,547175.0
2022,충남,서해,본관,458898.0
2022,충북,참빛충북,공급관,229827.84
2022,충북,참빛충북,본관,117746.91
2022,충북,충청ES,공급관,841673.0
2022,충북,충청ES,본관,498392.0
2023,강원,강원,공급관,349195.42
2023,강원,강원,본관,201613.01
2023,강원,명성,공급관,3981.8
2023,강원,명성,본관,11318.5
2023,강원,참빛,공급관,48778.0
2023,강원,참빛,본관,53523.0
2023,강원,참빛영동,공급관,145482.0
2023,강원,참빛영동,본관,117499.0
2023,강원,참빛원주,공급관,359743.4
2023,강원,참빛원주,본관,171894.3
2023,경기,대륜,공급관,816176.2
2023,경기,대륜,본관,346347.2
2023,경기,삼천리,공급관,5120890.299999999
2023,경기,삼천리,본관,1935729.2
2023,경기,서울,공급관,1350618.0
2023,경기,서울,본관,436537.0
2023,경기,예스코,공급관,879524.0
2023,경기,예스코,본관,366320.0
2023,경기,인천,공급관,20824.5
2023,경기,인천,본관,76890.9
2023,경기,코원ES,공급관,1343909.0
2023,경기,코원ES,본관,592280.0
2023,경남,경남,공급관,1840980.0
2023,경남,경남,본관,728571.0
2023,경남,경동,공급관,316537.9
2023,경남,경동,본관,141023.7
2023,경남,지에스이,공급관,570636.0
2023,경남,지에스이,본관,196091.0
2023,경북,대성,공급관,263743.3
2023,경북,대성,본관,125797.0
2023,경북,대성청정,공급관,302292.0
2023,경북,대성청정,본관,125164.0
2023,경북,서라벌,공급관,356698.0
2023,경북,서라벌,본관,234639.0
2023,경북,영남ES(구미),공급관,599177.4
2023,경북,영남ES(구미),본관,344360.19
2023,경북,영남ES(포항),공급관,600356.0
2023,경북,영남ES(포항),본관,241719.0
2023,광주,해양,공급관,1358193.0
2023,광주,해양,본관,346526.0
2023,대구,대성,공급관,2117729.45
2023,대구,대성,본관,604658.1
2023,대전,CNCITY,공급관,1311580.13
2023,대전,CNCITY,본관,409353.95
2023,부산,부산,공급관,2018914.0
2023,부산,부산,본관,776076.0
2023,서울,귀뚜라미,공급관,455790.5
2023,서울,귀뚜라미,본관,130941.8
2023,서울,대륜,공급관,781814.4
2023,서울,대륜,본관,131910.4
2023,서울,서울,공급관,2409846.0
2023,서울,서울,본관,435448.0
2023,서울,예스코,공급관,1914399.0
2023,서울,예스코,본관,330827.0
2023,서울,코원ES,공급관,1043444.0
2023,서울,코원ES,본관,381353.0
2023,세종,JB,공급관,288368.0
2023,세종,JB,본관,110619.0
2023,세종,충청ES,공급관,8517.0
2023,세종,충청ES,본관,12633.0
2023,울산,경동,공급관,1562837.8
2023,울산,경동,본관,516588.9
2023,인천,삼천리,공급관,741086.3
2023,인천,삼천리,본관,286151.8
2023,인천,인천,공급관,1116230.76
2023,인천,인천,본관,422318.84
2023,전남,대화,공급관,345286.7
2023,전남,대화,본관,142629.6
2023,전남,목포,공급관,421122.9
2023,전남,목포,본관,186707.0
2023,전남,전남,공급관,421346.51
2023,전남,전남,본관,165593.09
2023,전남,해양,공급관,542430.0
2023,전남,해양,본관,283480.0
2023,전북,군산,공급관,368591.6
2023,전북,군산,본관,211290.5
2023,전북,전북,공급관,1166000.0
2023,전북,전북,본관,333522.0
2023,전북,전북ES,공급관,249510.0
2023,전북,전북ES,본관,164705.0
2023,제주,제주,공급관,91796.0
2023,제주,제주,본관,80379.0
2023,충남,CNCITY,공급관,26444.07
2023,충남,CNCITY,본관,18382.06
2023,충남,JB,공급관,1102943.0
2023,충남,JB,본관,704109.0
2023,충남,서해,공급관,596104.0
2023,충남,서해,본관,470921.0
2023,충북,참빛충북,공급관,241395.79
2023,충북,참빛충북,본관,125364.01
2023,충북,충청ES,공급관,870203.0
2023,충북,충청ES,본관,509726.0
2024,강원,강원,공급관,359084.82
2024,강원,강원,본관,202782.51
2024,강원,명성,공급관,4899.7
2024,강원,명성,본관,11409.1
2024,강원,참빛,공급관,55199.0
2024,강원,참빛,본관,53565.0
2024,강원,참빛영동,공급관,158121.0
2024,강원,참빛영동,본관,118783.0
2024,강원,참빛원주,공급관,371206.5
2024,강원,참빛원주,본관,172383.4
2024,경기,대륜,공급관,834783.11
2024,경기,대륜,본관,348361.92
2024,경기,삼천리,공급관,5205879.8
2024,경기,삼천리,본관,1959677.3
2024,경기,서울,공급관,1404240.0
2024,경기,서울,본관,440195.0
2024,경기,예스코,공급관,907236.55174264
2024,경기,예스코,본관,365584.44825735
2024,경기,인천,공급관,21529.3
2024,경기,인천,본관,76958.4
2024,경기,코원ES,공급관,1369507.0
2024,경기,코원ES,본관,597885.0
2024,경남,경남,공급관,1876475.0
2024,경남,경남,본관,742363.0
2024,경남,경동,공급관,321256.7
2024,경남,경동,본관,141453.0
2024,경남,지에스이,공급관,607611.0
2024,경남,지에스이,본관,199157.0
2024,경북,대성,공급관,269431.0
2024,경북,대성,본관,126213.0
2024,경북,대성청정,공급관,307780.0
2024,경북,대성청정,본관,117768.0
2024,경북,서라벌,공급관,394662.0
2024,경북,서라벌,본관,239900.0
2024,경북,영남ES(구미),공급관,611069.51
2024,경북,영남ES(구미),본관,351457.89
2024,경북,영남ES(포항),공급관,613388.0
2024,경북,영남ES(포항),본관,247200.0
2024,광주,해양,공급관,1371745.0
2024,광주,해양,본관,348002.0
2024,대구,대성,공급관,2135953.0
2024,대구,대성,본관,605477.0
2024,대구,대성청정,공급관,9725.0
2024,대구,대성청정,본관,6888.0
2024,대전,CNCITY,공급관,1325811.0
2024,대전,CNCITY,본관,413534.0
2024,부산,부산,공급관,2043240.0
2024,부산,부산,본관,779058.0
2024,서울,귀뚜라미,공급관,456432.0
2024,서울,귀뚜라미,본관,130995.7
2024,서울,대륜,공급관,781550.33
2024,서울,대륜,본관,131643.22
2024,서울,서울,공급관,2390127.0
2024,서울,서울,본관,435566.0
2024,서울,예스코,공급관,1913313.83288467
2024,서울,예스코,본관,329923.16711532
2024,서울,코원ES,공급관,1043689.0
2024,서울,코원ES,본관,381290.0
2024,세종,JB,공급관,291813.0
2024,세종,JB,본관,110693.0
2024,세종,충청ES,공급관,8644.9
2024,세종,충청ES,본관,12940.0
2024,울산,경동,공급관,1577898.4
2024,울산,경동,본관,526845.6
2024,인천,삼천리,공급관,735929.0
2024,인천,삼천리,본관,286470.9
2024,인천,인천,공급관,1129496.48
2024,인천,인천,본관,424806.74
2024,전남,대화,공급관,360177.5
2024,전남,대화,본관,143088.4
2024,전남,목포,공급관,431768.0
2024,전남,목포,본관,189756.3
2024,전남,전남,공급관,432229.0
2024,전남,전남,본관,169864.0
2024,전남,해양,공급관,556247.0
2024,전남,해양,본관,291269.0
2024,전북,군산,공급관,391313.6
2024,전북,군산,본관,219732.4
2024,전북,전북,공급관,1182834.0
2024,전북,전북,본관,333700.0
2024,전북,전북ES,공급관,265866.0
2024,전북,전북ES,본관,174634.0
2024,제주,제주,공급관,98404.0
2024,제주,제주,본관,84145.0
2024,충남,CNCITY,공급관,26680.0
2024,충남,CNCITY,본관,18387.0
2024,충남,JB,공급관,1146847.0
2024,충남,JB,본관,712247.0
2024,충남,서해,공급관,632094.46
2024,충남,서해,본관,491907.4
2024,충북,참빛충북,공급관,257328.08
2024,충북,참빛충북,본관,129276.81
2024,충북,충청ES,공급관,900770.7
2024,충북,충청ES,본관,528361.4
